,Brand,Make_Year,Fuel,KMs_Driven,Engine_Displacement,No_Of_Owner,Transmission,Mileage,Max_Power,Torque,Seats,Color,Gear_Box,Drive_Type,Steering_Type,Front_Brake_Type,Rear_Brake_Type,Acceleration,Price
2109,Chevrolet Enjoy Petrol LS,2013,Petrol,13001,1399,First ,Manual,13.7,98.82,131.0,8,Grey,5,FWD,Power,Discs,Drum,19.0,291000
2110,Mahindra XUV500 W11 BSIV,2019,Diesel,63052,2179,First ,Manual,15.1,152.87,360.0,7,White,6,FWD,Power,Ventilated Disc,Discs,19.0,1299000
2111,Datsun redi-GO T Option,2018,Petrol,9037,799,First ,Manual,20.71,53.64,72.0,5,Grey,5,FWD,Power,Discs,Drum,19.0,249000
2112,Audi A5 Sportback,2018,Diesel,20000,1968,First ,Automatic,19.2,187.74,400.0,5,Blue,7,FWD,Power,Discs,Discs,7.9,3499000
2113,Toyota Fortuner 4x4 MT,2013,Diesel,100001,2982,First ,Manual,12.55,168.5,343.0,7,White,5,AWD,Power,Ventilated Disc,Drum,9.6,1350000
2114,Hyundai Venue SX Plus,2019,Petrol,22491,998,First ,Automatic,18.15,118.35,171.6,5,Red,7,FWD,Power,Discs,Drum,19.0,925000
2115,Maruti S-Presso VXI Plus,2020,Petrol,18390,998,First ,Automatic,21.7,67.05,90.0,5,Silver,8,FWD,Power,Ventilated Disc,Drum,19.0,425000
2116,Honda Mobilio V i,2015,Diesel,56000,1498,First ,Manual,24.2,98.6,200.0,7,White,5,FWD,Power,Discs,Drum,14.0,525000
2117,Renault KWID 1.0 RXT,2017,Petrol,35000,999,First ,Manual,23.01,67.0,91.0,5,Silver,5,FWD,Power,Discs,Drum,13.9,285000
2118,Mahindra Scorpio S4 Plus,2016,Diesel,55000,2179,First ,Manual,15.4,120.0,280.0,7,White,5,RWD,Power,Discs,Drum,19.0,827000
2119,Honda City 1.5 V,2010,Petrol,25000,1497,First ,Manual,17.0,118.0,146.0,5,Golden,5,FWD,Power,Discs,Drum,19.0,265000
2120,Chevrolet Aveo 1.4 LS,2007,Petrol,66296,1399,First ,Manual,14.49,92.7,127.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,13.4,175000
2121,Maruti Omni 8 Seater,2015,Petrol,19000,796,First ,Manual,14.0,35.0,113.0,5,Silver,4,RWD,Manual,Discs,Drum,19.0,190000
2122,Honda Mobilio S i,2014,Diesel,47000,1498,First ,Manual,24.2,98.6,200.0,7,Black,5,FWD,Power,Discs,Drum,14.0,500000
2123,Maruti Vitara Brezza VDi,2017,Diesel,25000,1248,First ,Manual,24.3,88.5,200.0,5,White,5,FWD,Power,Ventilated Disc,Drum,12.36,600000
2124,Hyundai Creta 1.6 VTVT,2017,Petrol,43000,1591,First ,Manual,15.29,121.3,151.0,5,Grey,6,FWD,Power,Discs,Drum,10.5,700000
2125,Maruti Ertiga VDI,2015,Diesel,54000,1248,First ,Manual,25.47,88.5,200.0,7,White,5,FWD,Power,Ventilated Disc,Drum,19.0,500000
2126,Toyota Corolla Altis G,2016,Petrol,19500,1798,First ,Manual,14.28,138.03,173.0,5,Golden,6,FWD,Power,Ventilated Disc,Discs,10.1,800000
2127,Maruti Swift Dzire ZXI,2015,Petrol,31000,1197,First ,Manual,20.85,83.14,115.0,5,Blue,5,FWD,Power,Ventilated Disc,Drum,12.6,450000
2128,Maruti Swift Dzire LDI,2015,Diesel,75000,1248,First ,Manual,28.4,74.02,190.0,5,White,5,FWD,Power,Discs,Drum,13.03,300000
2129,Honda WR-V i-DTEC VX,2018,Diesel,48000,1498,First ,Manual,25.5,98.6,200.0,5,White,6,FWD,Electric,Ventilated Disc,Drum,12.43,750000
2130,Hyundai EON Sportz,2015,Petrol,42000,814,First ,Manual,21.1,55.2,74.5,5,Blue,5,FWD,Power,Discs,Drum,19.0,200000
2131,Mitsubishi Pajero Sport 4X4,2015,Diesel,56000,2477,First ,Manual,13.5,175.56,400.0,7,Red,5,AWD,Power,Ventilated Disc,Drum,14.5,1000000
2132,Renault KWID RXT Optional,2017,Petrol,3900,799,First ,Manual,25.17,53.3,72.0,5,Green,5,FWD,Power,Discs,Drum,16.0,350000
2133,Maruti Ignis 1.2 AMT,2018,Petrol,17000,1197,First ,Automatic,20.89,81.8,113.0,5,Blue,5,FWD,Electric,Discs,Drum,13.69,550000
2134,Honda Amaze 2016-2021 S,2017,Diesel,43000,1498,First ,Manual,24.7,98.63,200.0,5,White,5,FWD,Electric,Discs,Drum,10.06,475000
2135,Maruti S-Cross 2017-2020 Delta,2016,Diesel,28000,1248,First ,Manual,25.1,88.5,200.0,5,White,5,FWD,Power,Discs,Discs,13.42,590000
2136,BMW 3 Series 320d,2011,Diesel,41000,1995,First ,Automatic,16.07,181.0,380.0,5,Red,6,FWD,Power,Discs,Discs,8.3,725000
2137,Renault KWID RXT Optional,2017,Petrol,3900,799,First ,Manual,25.17,53.3,72.0,5,Green,5,FWD,Power,Discs,Drum,16.0,350000
2138,Maruti Ignis 1.2 AMT,2018,Petrol,17000,1197,First ,Automatic,20.89,81.8,113.0,5,Blue,5,FWD,Electric,Discs,Drum,13.69,550000
2139,Toyota Innova 2.5 GX,2015,Diesel,55000,2494,First ,Manual,12.99,100.6,200.0,8,Golden,5,RWD,Power,Ventilated Disc,Drum,13.3,900000
2140,Kia Seltos HTX Plus,2019,Diesel,40000,1493,First ,Manual,20.8,113.42,250.0,5,Grey,6,2WD,Electric,Discs,Discs,11.8,1399000
2141,Renault Lodgy 110PS RxZ,2018,Diesel,40000,1461,First ,Manual,19.98,108.5,245.0,8,Silver,6,FWD,Power,Ventilated Disc,Drum,13.0,599000
2142,Hyundai i20 Sportz Petrol,2010,Petrol,15957,1197,First ,Manual,17.0,80.0,11.4,5,Blue,5,FWD,Power,Discs,Drum,12.96,300000
2143,Mahindra TUV 300 T8,2016,Diesel,120000,1493,First ,Manual,18.49,100.0,240.0,7,Silver,5,RWD,Power,Discs,Drum,13.9,625000
2144,Hyundai Xcent 1.2 VTVT,2019,Petrol,45000,1197,First ,Manual,20.14,81.86,113.75,5,Blue,5,FWD,Power,Discs,Drum,19.0,525000
2145,Mahindra KUV100 NXT G80,2020,Petrol,30000,1198,First ,Manual,18.15,82.0,115.0,6,White,5,FWD,Power,Discs,Drum,14.5,450000
2146,Maruti Ciaz VXi Option,2015,Petrol,65000,1373,First ,Manual,20.73,91.1,130.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,14.0,475000
2147,Hyundai Verna 1.6 SX,2011,Petrol,55000,1591,First ,Manual,17.1,121.3,154.9,5,Purple,5,FWD,Power,Discs,Discs,19.0,275000
2148,Honda CR-V 2.4L 4WD,2016,Petrol,39000,2354,First ,Automatic,12.0,187.4,226.0,5,Grey,5,AWD,Power,Discs,Discs,10.0,1350000
2149,Maruti Ritz VXi (ABS),2012,Petrol,37556,1197,First ,Manual,18.5,85.8,114.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,15.0,229999
2150,Mercedes-Benz E-Class E250 CDI,2013,Diesel,49983,2143,First ,Automatic,13.0,201.1,500.0,5,Silver,7,RWD,Power,Discs,Discs,7.5,1748999
2151,Nissan Terrano XV 110,2015,Diesel,32000,1461,First ,Manual,19.01,108.5,248.0,5,Maroon,6,FWD,Power,Discs,Drum,13.0,540000
2152,Mahindra Scorpio DX 2.6,2007,Diesel,110000,2609,Second ,Manual,12.7,116.6,28.3,7,White,5,2WD,Power,Discs,Drum,16.5,350000
2153,Hyundai i20 2015-2017 Sportz,2017,Petrol,35000,1197,First ,Manual,18.6,81.83,114.7,5,White,5,FWD,Power,Discs,Drum,13.2,500000
2154,Mitsubishi Pajero Sport 4X4,2014,Diesel,33000,2477,First ,Manual,13.5,175.56,400.0,7,Red,5,AWD,Power,Ventilated Disc,Drum,14.5,1590000
2155,Hyundai i20 Magna 1.2,2015,Petrol,41000,1197,First ,Manual,18.6,81.83,114.7,5,Red,5,FWD,Power,Discs,Drum,13.2,400000
2156,Renault Scala RxL AT,2015,Petrol,48000,1498,First ,Automatic,17.97,99.6,134.0,5,White,5,FWD,Power,Discs,Drum,14.0,349000
2157,Hyundai Santro Xing GL,2007,Petrol,14088,1086,First ,Manual,0.0,62.0,96.1,5,Blue,5,FWD,Power,Ventilated Disc,Drum,16.2,120000
2158,Maruti Wagon R LXI,2009,LPG,12700,1061,First ,Manual,17.3,57.5,7.8,5,Golden,5,FWD,Power,Discs,Drum,16.6,175000
2159,Ford EcoSport 1.5 Diesel,2018,Diesel,36001,1498,First ,Manual,23.0,98.96,205.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,19.0,771000
2160,Maruti Alto LXi,2010,Petrol,22994,796,First ,Manual,19.7,46.3,62.0,5,Maroon,5,FWD,Power,Discs,Drum,17.7,160000
2161,Hyundai Verna 1.4 VTVT,2013,Petrol,29300,1396,Second ,Manual,17.43,105.5,135.3,5,Purple,5,FWD,Power,Discs,Drum,10.5,356000
2162,Maruti XL6 Zeta,2020,Petrol,23841,1462,First ,Manual,19.01,103.2,138.0,6,White,5,FWD,Power,Ventilated Disc,Drum,19.0,925000
2163,Hyundai Grand i10 1.2,2018,Petrol,48000,1197,First ,Manual,18.9,81.86,113.75,5,Blue,5,FWD,Power,Discs,Drum,12.9,424000
2164,Maruti Swift Dzire VXI,2014,Petrol,42000,1197,First ,Manual,19.1,85.8,114.0,5,Blue,5,FWD,Power,Ventilated Disc,Drum,12.6,360000
2165,Audi A4 New 2.0,2012,Diesel,43000,1968,First ,Automatic,15.2,140.8,320.0,5,Red,6,FWD,Power,Ventilated Disc,Discs,9.1,1000000
2166,Honda City S,2012,Petrol,50000,1497,First ,Manual,16.8,116.4,146.0,5,Grey,5,FWD,Power,Discs,Drum,19.0,254999
2167,Maruti Swift Dzire ZXI,2016,Petrol,57000,1197,First ,Manual,22.0,81.8,113.0,5,Black,5,FWD,Electric,Ventilated Disc,Drum,12.6,535000
2168,Maruti Alto 800 LXI,2013,Petrol,17000,796,First ,Manual,22.74,47.3,69.0,5,Blue,5,FWD,Power,Solid Disc,Drum,19.0,213000
2169,Maruti S-Cross 2017-2020 Alpha,2018,Diesel,65000,1248,First ,Manual,25.1,88.5,200.0,5,Blue,5,FWD,Power,Discs,Discs,13.42,799000
2170,Renault Duster 85PS Diesel,2017,Diesel,78078,1461,First ,Manual,19.87,83.8,200.0,5,Grey,5,FWD,Power,Discs,Drum,13.9,591000
2171,Maruti S-Cross 2017-2020 Zeta,2018,Diesel,39000,1248,First ,Manual,25.1,88.5,200.0,5,Red,5,FWD,Power,Discs,Discs,13.42,705000
2172,Hyundai Santro Xing XG,2005,Petrol,27000,1086,First ,Automatic,17.0,0.0,5.0,5,Black,5,FWD,Power,Discs,Disc & Drum,19.0,125000
2173,Honda City i-DTEC ZX,2018,Diesel,36000,1498,First ,Manual,25.6,97.9,200.0,5,Brown,6,FWD,Power,Ventilated Disc,Drum,10.0,975000
2174,Maruti SX4 S Cross,2017,Diesel,35001,1248,First ,Manual,23.65,88.5,200.0,5,Silver,5,FWD,Power,Ventilated Disc,Discs,12.0,621000
2175,Hyundai i20 Active S,2015,Diesel,25220,1396,Second ,Manual,21.19,88.76,219.66,5,Silver,6,FWD,Power,Discs,Drum,15.0,525000
2176,Maruti Ertiga VDI,2012,Diesel,65000,1248,First ,Manual,20.77,88.76,200.0,7,Brown,5,FWD,Power,Discs,Drum,13.3,400000
2177,BMW 3 Series 320d,2013,Diesel,20900,1995,First ,Automatic,18.88,184.0,380.0,5,Brown,8,RWD,Power,Discs,Discs,7.4,1199000
2178,Chevrolet Sail 1.2 LT,2013,Petrol,50000,1199,Second ,Manual,18.2,82.4,108.5,5,White,5,FWD,Power,Discs,Drum,14.0,250000
2179,Maruti SX4 S Cross,2016,Diesel,73400,1248,Second ,Manual,23.65,88.5,200.0,5,Maroon,5,FWD,Power,Ventilated Disc,Discs,12.0,554000
2180,Honda Amaze 2016-2021 E,2017,Petrol,80000,1198,First ,Manual,17.8,86.7,109.0,5,White,5,FWD,Power,Discs,Drum,15.0,450000
2181,Maruti Swift Dzire VXI,2016,Petrol,23211,1197,First ,Manual,22.0,81.8,113.0,5,Maroon,5,FWD,Electric,Ventilated Disc,Drum,12.6,499000
2182,Hyundai Creta 1.6 VTVT,2017,Petrol,50000,1591,First ,Manual,13.0,121.3,151.0,5,Grey,6,FWD,Power,Discs,Drum,19.0,849000
2183,Hyundai Venue SX Plus,2020,Petrol,9400,998,First ,Automatic,18.15,118.35,172.0,5,Grey,7,FWD,Electric,Discs,Drum,19.0,1075000
2184,Hyundai i10 Era 1.1,2013,Petrol,58430,1086,Second ,Manual,19.81,68.05,99.04,5,Red,5,FWD,Power,Ventilated Disc,Drum,19.0,215000
2185,Honda Mobilio S i,2016,Diesel,47000,1498,First ,Manual,24.2,98.6,200.0,7,Silver,5,FWD,Power,Discs,Drum,14.0,499000
2186,Volkswagen Polo Diesel Comfortline,2012,Diesel,39000,1199,First ,Manual,22.07,73.9,180.0,5,Black,5,FWD,Power,Discs,Drum,14.4,219000
2187,BMW X1 sDrive20d,2014,Diesel,46000,1995,First ,Automatic,17.05,184.0,380.0,5,White,8,RWD,Power,Ventilated Disc,Discs,7.9,1299000
2188,Volkswagen Jetta 2.0L TDI,2014,Diesel,36000,1968,First ,Automatic,16.96,138.03,320.0,5,Blue,6,FWD,Power,Discs,Discs,9.3,691000
2189,Honda Jazz S,2012,Petrol,42000,1198,First ,Manual,16.0,90.0,113.0,5,Red,5,2WD,Power,Discs,Drum,11.2,290000
2190,Datsun GO Plus T,2017,Petrol,8000,1198,First ,Manual,19.44,67.0,104.0,7,Red,5,FWD,Power,Ventilated Disc,Drum,14.2,311000
2191,Hyundai Verna 1.6 SX,2014,Petrol,42000,1591,First ,Manual,17.01,121.3,154.9,5,Grey,5,FWD,Power,Discs,Drum,10.5,425000
2192,Maruti Swift LDI BSIV,2015,Diesel,45000,1248,First ,Manual,25.2,74.0,190.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,14.8,331000
2193,Mahindra KUV 100 mFALCON,2016,Petrol,42500,1198,Second ,Manual,18.15,82.0,115.0,5,Brown,5,FWD,Power,Discs,Drum,14.5,375000
2194,Nissan Sunny XL CVT,2016,Petrol,30030,1498,First ,Automatic,17.97,99.6,134.0,5,Grey,5,FWD,Power,Discs,Drum,13.0,401000
2195,Volkswagen Vento 2013-2015 1.6,2013,Petrol,34000,1598,First ,Manual,15.04,103.2,153.0,5,Silver,5,FWD,Power,Discs,Drum,12.3,310000
2196,Skoda Superb Style 1.8,2016,Petrol,55000,1798,First ,Automatic,14.67,177.46,250.0,5,Black,7,FWD,Power,Discs,Discs,19.0,1600000
2197,Datsun redi-GO A,2019,Petrol,5005,799,First ,Manual,20.71,53.64,72.0,5,Grey,5,FWD,Power,Discs,Drum,19.0,271000
2198,Hyundai Creta 1.6 VTVT,2016,Petrol,70000,1591,First ,Automatic,13.0,121.3,151.0,5,Red,6,FWD,Power,Discs,Drum,19.0,865000
2199,Land Rover Range Rover,2019,Diesel,14000,1999,First ,Automatic,15.68,177.0,430.0,5,Red,9,AWD,Power,Discs,Discs,9.0,4675000
2200,Honda Amaze 2016-2021 VX,2019,Petrol,37941,1199,First ,Manual,18.6,88.76,110.0,5,Green,5,FWD,Electric,Discs,Drum,15.0,675000
2201,Nissan Micra Active XV,2016,Petrol,9364,1198,First ,Manual,19.69,67.04,104.0,5,Green,5,FWD,Power,Ventilated Disc,Drum,15.0,299000
2202,Land Rover Discovery Sport,2016,Diesel,47572,2179,First ,Automatic,12.97,187.7,420.0,5,Blue,9,AWD,Power,Discs,Discs,8.9,2975000
2203,Honda City i VTEC,2015,Petrol,75000,1497,First ,Manual,17.8,117.3,145.0,5,Green,5,FWD,Power,Discs,Drum,10.0,475000
2204,Mercedes-Benz S-Class S 350,2015,Diesel,41000,2987,First ,Automatic,13.5,254.79,620.0,5,White,7,RWD,Power,Discs,Discs,6.8,4999000
2205,Mercedes-Benz C-Class 220 CDI,2015,Diesel,41001,2143,First ,Automatic,14.84,170.0,400.0,5,White,7,RWD,Power,Ventilated Disc,Discs,8.5,2175000
2206,Ford Endeavour 3.2 Titanium,2017,Diesel,39228,3198,First ,Automatic,10.91,197.0,470.0,7,White,6,AWD,Power,Discs,Discs,10.86,2349000
2207,Volvo XC40 T4 R-Design,2020,Petrol,38502,1969,First ,Automatic,0.0,190.0,300.0,5,Blue,8,FWD,Power,Ventilated Disc,Discs,19.0,3499000
2208,Mahindra Scorpio S10 7,2016,Diesel,27216,2179,First ,Manual,15.4,120.0,280.0,7,White,5,RWD,Power,Discs,Drum,19.0,975000
2209,Toyota Innova Crysta 2016-2020,2016,Diesel,90000,2393,First ,Manual,13.68,147.51,343.0,7,White,5,RWD,Power,Discs,Drum,19.0,1335000
2210,Hyundai Grand i10 Magna,2015,Petrol,28761,1197,First ,Manual,18.9,82.0,114.0,5,Maroon,5,FWD,Power,Discs,Drum,12.9,385000
2211,Hyundai Grand i10 Magna,2015,Petrol,63344,1197,First ,Manual,18.9,82.0,114.0,5,Grey,5,FWD,Power,Discs,Drum,12.9,385000
2212,Hyundai i20 Magna,2010,Petrol,69010,1197,First ,Manual,18.5,80.0,11.4,5,White,5,FWD,Power,Discs,Drum,19.0,250000
2213,Mahindra Scorpio LX,2014,Diesel,56363,2179,First ,Manual,12.05,120.0,290.0,9,White,5,FWD,Power,Discs,Drum,19.0,618000
2214,Maruti Vitara Brezza ZDi,2016,Diesel,44000,1248,First ,Manual,24.3,88.5,200.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,12.36,699000
2215,Maruti Baleno Alpha,2018,Petrol,30000,1197,First ,Manual,21.01,81.8,113.0,5,Grey,5,FWD,Electric,Discs,Drum,12.36,625000
2216,Maruti Baleno Alpha,2018,Petrol,30000,1197,First ,Manual,21.01,81.8,113.0,5,Grey,5,FWD,Electric,Discs,Drum,12.36,625000
2217,Volkswagen CrossPolo 1.2 MPI,2015,Petrol,40000,1198,First ,Manual,16.47,74.0,110.0,5,Red,5,FWD,Power,Discs,Drum,19.0,399000
2218,Mahindra XUV500 W11 BSIV,2019,Diesel,13000,2179,First ,Manual,15.1,152.87,360.0,7,White,6,FWD,Power,Ventilated Disc,Discs,19.0,1700000
2219,Hyundai Verna VTVT 1.6,2018,Petrol,35000,1591,First ,Manual,17.0,121.3,151.0,5,Black,6,FWD,Power,Discs,Drum,11.31,800000
2220,Honda Civic ZX BSIV,2020,Petrol,2500,1799,First ,Automatic,16.5,139.46,174.0,5,Grey,8,FWD,Power,Discs,Discs,19.0,1875000
2221,Honda City i DTec,2015,Diesel,44500,1498,First ,Manual,26.0,98.6,200.0,5,Red,6,FWD,Power,Discs,Drum,10.0,490000
2222,Toyota Innova 2.5 G,2014,Diesel,65000,2494,First ,Manual,12.99,100.6,200.0,8,Golden,5,RWD,Power,Ventilated Disc,Drum,13.3,750000
2223,Honda Amaze S i-Dtech,2013,Diesel,53000,1498,First ,Manual,25.8,98.6,200.0,5,Maroon,5,FWD,Power,Discs,Drum,17.0,275000
2224,Honda WR-V i-VTEC VX,2017,Petrol,35000,1199,First ,Manual,17.5,88.7,110.0,5,Urban Titanium,5,FWD,Electric,Ventilated Disc,Drum,15.31,650000
2225,Maruti Swift Dzire VXi,2011,Petrol,55000,1298,First ,Manual,17.5,85.8,114.0,5,Golden,5,2WD,Power,Ventilated Disc,Drum,19.0,250000
2226,Hyundai Verna 1.6 SX,2013,Diesel,55000,1582,First ,Manual,22.32,126.32,259.8,5,Grey,6,FWD,Power,Discs,Discs,10.62,350000
2227,Hyundai Elantra CRDi SX,2015,Diesel,60000,1582,First ,Manual,22.7,126.24,259.87,5,Golden,6,FWD,Power,Discs,Discs,10.2,675000
2228,Maruti Ertiga SHVS LDI,2016,Diesel,53000,1248,First ,Manual,24.52,88.5,200.0,7,Silver,5,FWD,Power,Ventilated Disc,Drum,13.3,450000
2229,Hyundai Grand i10 Magna,2015,Petrol,28761,1197,First ,Manual,18.9,82.0,114.0,5,Maroon,5,FWD,Power,Discs,Drum,12.9,385000
2230,Hyundai Grand i10 Magna,2015,Petrol,63344,1197,First ,Manual,18.9,82.0,114.0,5,Grey,5,FWD,Power,Discs,Drum,12.9,385000
2231,Hyundai i20 Magna,2010,Petrol,69010,1197,First ,Manual,18.5,80.0,11.4,5,White,5,FWD,Power,Discs,Drum,19.0,250000
2232,Mahindra Scorpio LX,2014,Diesel,56363,2179,First ,Manual,12.05,120.0,290.0,9,White,5,FWD,Power,Discs,Drum,19.0,618000
2233,Volkswagen Vento 2013-2015 1.6,2014,Petrol,37273,1598,First ,Manual,15.04,103.2,153.0,5,White,5,FWD,Power,Discs,Drum,12.3,412000
2234,Maruti Wagon R LXI,2005,Petrol,29957,998,First ,Manual,21.79,67.05,90.0,5,Blue,5,FWD,Power,Discs,Drum,18.6,130000
2235,Toyota Innova 2.5 VX,2013,Diesel,57000,2494,Second ,Manual,12.99,100.6,200.0,8,Grey,5,RWD,Power,Ventilated Disc,Drum,13.3,799000
2236,Hyundai Xcent 1.2 Kappa,2014,Petrol,37934,1197,First ,Automatic,16.9,82.0,114.0,5,Blue,4,FWD,Power,Discs,Drum,14.2,400000
2237,Volkswagen Vento 1.6 Highline,2018,Petrol,22000,1598,First ,Manual,16.09,103.5,153.0,5,Golden,5,FWD,Power,Ventilated Disc,Drum,12.3,695000
2238,Renault Pulse RxL Optional,2014,Diesel,50000,1461,First ,Manual,23.08,63.12,160.0,5,Black,5,FWD,Power,Ventilated Disc,Drum,19.0,240000
2239,Ford Aspire 1.5 TDCi,2015,Diesel,43000,1498,First ,Manual,25.83,99.0,215.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,10.75,395000
2240,Maruti Ertiga SHVS ZDI,2018,Diesel,65000,1248,First ,Manual,24.52,88.5,200.0,7,White,5,FWD,Power,Ventilated Disc,Drum,13.3,850000
2241,Mahindra XUV500 W10 AWD,2017,Diesel,82000,2179,First ,Manual,16.0,140.0,330.0,7,White,6,AWD,Power,Discs,Discs,10.0,1075000
2242,Honda City i-DTEC ZX,2017,Diesel,41000,1498,First ,Manual,25.6,97.9,200.0,5,Grey,6,FWD,Power,Ventilated Disc,Drum,10.0,799000
2243,Hyundai i20 2015-2017 Asta,2016,Petrol,550000,1197,First ,Manual,18.6,81.83,114.7,5,Blue,5,FWD,Power,Discs,Drum,13.2,550000
2244,Hyundai Verna 1.4 VTVT,2012,Petrol,54000,1396,First ,Manual,17.43,105.5,135.3,5,White,5,FWD,Power,Discs,Drum,10.5,355000
2245,Ford EcoSport 1.5 TDCi,2015,Diesel,36170,1498,First ,Manual,22.77,98.59,205.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,13.5,509000
2246,Honda New Accord 2008-2011,2011,Petrol,44000,2354,First ,Manual,12.8,177.6,222.0,5,White,5,FWD,Power,Multilateral Disc,Discs,19.0,400000
2247,Volkswagen Jetta 2.0L TDI,2015,Diesel,23002,1968,First ,Manual,19.33,138.03,320.0,5,Black,6,FWD,Power,Discs,Discs,9.3,851000
2248,Tata Nexon 1.2 Revotron,2018,Petrol,13001,1198,First ,Manual,17.0,108.5,170.0,5,Grey,6,FWD,Power,Discs,Drum,11.64,591000
2249,Jeep Compass 1.4 Limited,2019,Petrol,23904,1368,First ,Automatic,16.0,160.77,250.0,5,Red,7,2WD,Power,Discs,Discs,9.99,1798999
2250,Toyota Innova Crysta 2016-2020,2017,Diesel,73538,2393,First ,Manual,13.68,147.51,343.0,8,White,5,RWD,Power,Discs,Drum,19.0,1249000
2251,Hyundai Xcent 1.2 Kappa,2015,Petrol,45000,1197,First ,Manual,19.1,82.0,114.0,5,Red,5,FWD,Power,Discs,Drum,14.2,350000
2252,Hyundai i10 Magna,2013,Petrol,38000,1197,First ,Manual,20.36,78.9,111.7,5,Grey,5,FWD,Power,Ventilated Disc,Drum,19.0,240000
2253,Nissan Terrano XL Plus,2014,Diesel,41000,1461,First ,Manual,20.45,83.8,200.0,5,Black,5,FWD,Power,Discs,Drum,14.0,475000
2254,BMW X3 xDrive20d,2012,Diesel,42000,1995,First ,Automatic,16.09,184.0,380.0,5,Grey,8,AWD,Power,Ventilated Disc,Discs,8.5,1450000
2255,Hyundai i10 Magna,2013,Petrol,35000,1197,First ,Manual,20.36,78.9,111.7,5,Silver,5,FWD,Power,Ventilated Disc,Drum,19.0,254999
2256,Mahindra Scorpio S11 BSIV,2018,Diesel,39477,2179,First ,Manual,16.36,140.0,320.0,7,White,6,RWD,Power,Ventilated Disc,Drum,19.0,1400000
2257,Hyundai Grand i10 Nios,2020,Petrol,11000,1197,First ,Manual,20.7,81.86,113.75,5,Silver,5,FWD,Electric,Discs,Drum,19.0,599000
2258,Renault Scala RxE,2014,Petrol,53990,1498,First ,Manual,16.95,97.6,134.0,5,Black,5,FWD,Power,Discs,Drum,14.0,291000
2259,Honda Mobilio RS i,2014,Diesel,39000,1498,First ,Manual,24.5,98.6,200.0,7,Black,5,FWD,Power,Discs,Drum,14.0,425000
2260,Honda City V AT,2011,Petrol,54000,1497,First ,Automatic,15.6,116.3,146.0,5,Silver,5,FWD,Power,Discs,Drum,19.0,299000
2261,Hyundai Verna 1.6 SX,2016,Petrol,20000,1591,First ,Manual,17.01,121.3,154.9,5,Maroon,5,FWD,Power,Discs,Drum,10.5,624000
2262,Mercedes-Benz C-Class C 200,2012,Petrol,55000,1991,First ,Automatic,14.74,184.0,300.0,5,Black,9,RWD,Power,Discs,Discs,7.3,1000000
2263,Maruti Wagon R Stingray,2014,Petrol,42000,998,First ,Manual,20.51,67.04,90.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,15.0,345000
2264,Mahindra TUV 300 T10,2018,Diesel,54000,1493,First ,Manual,18.49,100.0,240.0,7,Red,5,RWD,Power,Discs,Drum,13.9,699000
2265,Renault KWID RXT,2015,Petrol,25000,799,First ,Manual,25.17,53.3,72.0,5,Black,5,FWD,Power,Discs,Drum,16.0,274000
2266,Volkswagen Vento 1.5 TDI,2014,Diesel,27000,1498,First ,Manual,20.34,103.2,250.0,5,Blue,5,FWD,Power,Discs,Drum,11.94,375000
2267,Maruti Swift Dzire LDI,2016,Diesel,53000,1248,First ,Manual,28.4,74.02,190.0,5,Blue,5,FWD,Power,Discs,Drum,13.03,528000
2268,Mahindra XUV500 W8 4WD,2014,Diesel,82178,2179,First ,Manual,15.1,140.0,330.0,7,White,6,AWD,Power,Discs,Discs,12.5,655000
2269,Maruti Swift Dzire VDI,2017,Diesel,56000,1248,First ,Manual,28.4,74.02,190.0,5,White,5,FWD,Power,Discs,Drum,13.03,591000
2270,Hyundai Xcent 1.2 Kappa,2015,Petrol,55000,1197,First ,Manual,19.1,82.0,114.0,5,Silver,5,FWD,Power,Discs,Drum,14.2,375000
2271,BMW 3 Series 320d,2014,Diesel,21973,1995,First ,Automatic,22.69,190.0,400.0,5,White,8,RWD,Power,Discs,Discs,7.2,1349000
2272,Volkswagen Vento Diesel Highline,2013,Diesel,61821,1598,First ,Manual,20.54,103.6,250.0,5,Blue,5,FWD,Power,Discs,Drum,19.0,355000
2273,Mahindra Xylo E4 BS,2012,Diesel,60000,2498,First ,Manual,11.68,112.0,260.0,7,Red,5,FWD,Manual,Discs,Drum,19.0,400000
2274,Hyundai i10 Sportz Option,2011,Petrol,40000,1197,First ,Manual,20.36,78.9,111.8,5,Red,5,FWD,Power,Ventilated Disc,Drum,19.0,204999
2275,Hyundai i20 Magna,2012,Petrol,57001,1197,First ,Manual,18.5,80.0,11.4,5,Silver,5,FWD,Power,Discs,Drum,19.0,240000
2276,Renault Duster Petrol RxE,2017,Petrol,16001,1598,Second ,Manual,13.06,102.53,148.0,5,Grey,5,FWD,Power,Discs,Drum,11.5,551000
